,manufactured,brand,variant,owner,fuel,type,kms,price,city
4133,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,85463,515899,Ahmedabad
4134,2018,Maruti,Maruti Swift,1st Owner,Diesel,Manual,74382,578399,Ahmedabad
4135,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,24132,610599,Ahmedabad
4136,2018,Renault,Renault Kwid,2nd Owner,Petrol,Manual,25553,353399,Ahmedabad
4137,2018,Maruti,Maruti S Cross,1st Owner,Diesel,Manual,75791,860799,Ahmedabad
4138,2018,Maruti,Maruti Baleno,1st Owner,CNG,Manual,132012,590299,Ahmedabad
4139,2020,Volkswagen,Volkswagen Vento,1st Owner,Petrol,Manual,62112,829399,Ahmedabad
4140,2020,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,13020,421999,Ahmedabad
4141,2020,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,4984,421999,Ahmedabad
4142,2020,Maruti,Maruti Alto,1st Owner,Petrol,Manual,12571,405599,Ahmedabad
4143,2020,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,282,711299,Ahmedabad
4144,2020,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,208,711299,Ahmedabad
4145,2020,Hyundai,Hyundai Venue,1st Owner,Petrol,Manual,9730,804299,Ahmedabad
4146,2018,Honda,Honda Jazz,2nd Owner,Petrol,Manual,30450,628399,Ahmedabad
4147,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,46273,505999,Ahmedabad
4148,2019,Maruti,Maruti S PRESSO,1st Owner,Petrol,Manual,5696,441599,Ahmedabad
4149,2019,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,27957,575199,Ahmedabad
4150,2019,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,17468,596299,Ahmedabad
4151,2019,Maruti,Maruti Dzire,1st Owner,Petrol,Manual,28491,581499,Ahmedabad
4152,2018,Ford,Ford Figo Aspire,1st Owner,Diesel,Manual,36334,536099,Ahmedabad
4153,2019,Maruti,Maruti New Wagon-R,1st Owner,Petrol,Manual,36688,488699,Ahmedabad
4154,2019,Maruti,Maruti Eeco,1st Owner,CNG,Manual,39064,461999,Ahmedabad
4155,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,11316,652999,Ahmedabad
4156,2019,Maruti,Maruti Swift,1st Owner,Petrol,Manual,6979,602699,Ahmedabad
4157,2019,Ford,Ford Ecosport,1st Owner,Diesel,Manual,49525,843799,Ahmedabad
4158,2020,Renault,Renault Kwid,1st Owner,Petrol,Manual,6739,427599,Ahmedabad
4159,2013,Honda,Honda Brio,1st Owner,Petrol,Manual,94742,318699,Ahmedabad
4160,2019,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,50075,809199,Ahmedabad
4161,2020,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,9355,421999,Ahmedabad
4162,2019,Maruti,Maruti Eeco,1st Owner,CNG,Manual,27765,476299,Ahmedabad
4163,2018,Datsun,Datsun Redi Go,2nd Owner,Petrol,Manual,23684,306199,Ahmedabad
4164,2020,Hyundai,Hyundai Aura,1st Owner,Petrol,Automatic,16013,741099,Ahmedabad
4165,2017,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,63973,757599,Ahmedabad
4166,2015,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,19210,285599,Ahmedabad
4167,2018,Ford,Ford Ecosport,1st Owner,Petrol,Manual,30271,857599,Ahmedabad
4168,2020,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,4280,421999,Ahmedabad
4169,2019,Maruti,Maruti Alto,1st Owner,Petrol,Manual,35103,297699,Ahmedabad
4170,2020,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Automatic,2435,728599,Ahmedabad
4171,2013,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,34190,334399,Ahmedabad
4172,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,80134,313000,Ahmedabad
4173,2019,Maruti,Maruti S-Presso,1st Owner,Petrol,Manual,24268,369500,Ahmedabad
4174,2019,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,11935,680000,Ahmedabad
4175,2016,Maruti,Maruti Eeco,1st Owner,Petrol,Manual,45384,299500,Ahmedabad
4176,2019,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,9386,659000,Ahmedabad
4177,2018,Volkswagen,Volkswagen Vento,1st Owner,Diesel,Manual,98027,786500,Ahmedabad
4178,2017,Maruti,Maruti Wagon R,1st Owner,Petrol,Automatic,41220,425000,Ahmedabad
4179,2018,Maruti,Maruti Swift,1st Owner,Diesel,Manual,31831,556000,Ahmedabad
4180,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,34706,498000,Ahmedabad
4181,2020,Maruti,Maruti Wagon R,1st Owner,Petrol,Manual,10412,480000,Ahmedabad
4182,2011,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,65000,185000,Ahmedabad
4183,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,60000,600000,Ahmedabad
4184,2014,Mahindra,Mahindra Quanto,2nd Owner,Diesel,Manual,100000,270000,Ahmedabad
4185,2018,Maruti,Maruti Wagon R,1st Owner,Petrol,Manual,60000,450000,Ahmedabad
4186,2007,Maruti,Maruti Wagon R,3rd Owner,Petrol,Manual,80000,90000,Ahmedabad
4187,2012,Hyundai,Hyundai Santro Xing,1st Owner,CNG,Manual,62000,290000,Ahmedabad
4188,2014,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,15000,264990,Ahmedabad
4189,2016,Ford,Ford Figo Aspire,1st Owner,Petrol,Manual,27000,550000,Ahmedabad
4190,2011,Toyota,Toyota Etios,1st Owner,Petrol,Manual,74000,390000,Ahmedabad
4191,2017,Renault,Renault Kwid,1st Owner,Petrol,Automatic,12500,320000,Ahmedabad
4192,2014,Honda,Honda Amaze,1st Owner,Petrol,Manual,36000,525001,Ahmedabad
4193,2016,Renault,Renault Duster,1st Owner,Diesel,Manual,65000,625000,Ahmedabad
4194,2019,Kia,Kia Seltos,1st Owner,Diesel,Automatic,24678,1350000,Ahmedabad
4195,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Automatic,56763,625000,Ahmedabad
4196,2019,Tata,Tata Tiago,1st Owner,Petrol,Automatic,31000,550000,Ahmedabad
4197,2018,Tata,Tata Tiago,1st Owner,Petrol,Manual,63000,450000,Ahmedabad
4198,2017,Tata,Tata Tiago,1st Owner,Petrol,Manual,51000,460000,Ahmedabad
4199,2017,Tata,Tata Tiago,1st Owner,Petrol,Manual,33000,450000,Ahmedabad
4200,2011,Maruti,Maruti Alto,1st Owner,Petrol,Manual,90000,190000,Ahmedabad
4201,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,96212,765000,Ahmedabad
4202,2012,Toyota,Toyota Corolla Altis,1st Owner,Diesel,Manual,64000,455000,Ahmedabad
4203,2016,Volkswagen,Volkswagen Vento,1st Owner,Petrol,Manual,50000,550000,Ahmedabad
4204,2015,Toyota,Toyota Fortuner,1st Owner,Diesel,Manual,82536,1590000,Ahmedabad
4205,2018,Hyundai,Hyundai Creta,2nd Owner,Petrol,Automatic,50000,1005528,Ahmedabad
4206,2012,Chevrolet,Chevrolet Sail Hatchback,1st Owner,Petrol,Manual,50000,151000,Ahmedabad
4207,2012,Toyota,Toyota Fortuner,2nd Owner,Diesel,Manual,70000,850000,Ahmedabad
4208,2011,Nissan,Nissan Micra,3rd Owner,Petrol,Manual,155000,195000,Ahmedabad
4209,2020,Hyundai,Hyundai Aura,1st Owner,Petrol,Manual,4900,650000,Ahmedabad
4210,2016,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,63000,575000,Ahmedabad
4211,2014,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,65350,265000,Ahmedabad
4212,2010,Chevrolet,Chevrolet Beat,1st Owner,Petrol,Manual,50250,175000,Ahmedabad
4213,2018,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,61101,903235,Ahmedabad
4214,2016,Honda,Honda City,1st Owner,Diesel,Manual,85696,549920,Ahmedabad
4215,2019,Maruti,Maruti S-Presso,1st Owner,Petrol,Manual,32499,403200,Ahmedabad
4216,2018,Maruti,Maruti Wagon R,1st Owner,Petrol,Automatic,53496,396586,Ahmedabad
4217,2019,Hyundai,Hyundai Venue,1st Owner,Diesel,Manual,29146,951434,Ahmedabad
4218,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,75428,789600,Ahmedabad
4219,2017,Maruti,Maruti Ignis,2nd Owner,Diesel,Manual,57949,392000,Ahmedabad
4220,2017,Maruti,Maruti Swift,1st Owner,Diesel,Manual,47743,511394,Ahmedabad
4221,2018,Honda,Honda WR-V,1st Owner,Diesel,Manual,45531,758240,Ahmedabad
4222,2018,Hyundai,Hyundai Grand i10,1st Owner,Diesel,Manual,34106,498400,Ahmedabad
4223,2018,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,54387,542080,Ahmedabad
4224,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,82390,362880,Ahmedabad
4225,2018,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,72361,897120,Ahmedabad
4226,2018,Hyundai,Hyundai Verna,1st Owner,Diesel,Automatic,82411,907200,Ahmedabad
4227,2016,Hyundai,Hyundai Grand i10,1st Owner,Diesel,Manual,52473,370000,Ahmedabad
4228,2017,Maruti,Maruti Ertiga,1st Owner,Diesel,Manual,31182,752640,Ahmedabad
4229,2016,Maruti,Maruti Ertiga,1st Owner,Diesel,Manual,90319,632800,Ahmedabad
4230,2020,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,14697,476000,Bengaluru
4231,2017,Hyundai,Hyundai Creta,1st Owner,Petrol,Manual,77407,887000,Bengaluru
4232,2019,Mahindra,Mahindra Marazzo,1st Owner,Diesel,Manual,21800,1130000,Bengaluru
4233,2020,Kia,Kia Sonet,1st Owner,Petrol,Manual,10383,1086000,Bengaluru
4234,2017,Honda,Honda WR-V,1st Owner,Petrol,Manual,26821,732000,Bengaluru
4235,2020,Hyundai,Hyundai Venue,1st Owner,Petrol,Manual,3670,1107000,Bengaluru
4236,2019,Hyundai,Hyundai Venue,1st Owner,Petrol,Manual,11001,1098000,Bengaluru
4237,2015,Honda,Honda Brio,1st Owner,Petrol,Automatic,30216,531000,Bengaluru
4238,2020,Maruti,Maruti Baleno,1st Owner,Petrol,Automatic,18128,949000,Bengaluru
4239,2013,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,57912,387000,Bengaluru
4240,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,33539,461000,Bengaluru
4241,2017,Renault,Renault Kwid,1st Owner,Petrol,Manual,26120,389000,Bengaluru
4242,2018,Tata,Tata Tiago,1st Owner,Petrol,Manual,49969,505000,Bengaluru
4243,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,21949,343000,Bengaluru
4244,2020,Kia,Kia Seltos,1st Owner,Petrol,Manual,13000,1490000,Bengaluru
4245,2017,Maruti,Maruti Vitara Brezza,2nd Owner,Diesel,Manual,91000,825000,Bengaluru
4246,2015,Mahindra,Mahindra XUV500,1st Owner,Diesel,Manual,31000,965000,Bengaluru
4247,2014,BMW,BMW X1,2nd Owner,Diesel,Automatic,105206,1585000,Bengaluru
4248,2019,Hyundai,Hyundai Grand i10 Nios,1st Owner,Petrol,Automatic,15370,811500,Bengaluru
4249,2019,Hyundai,Hyundai Venue,1st Owner,Petrol,Automatic,9048,1190000,Bengaluru
4250,2013,Hyundai,Hyundai Verna,1st Owner,Petrol,Manual,30005,620000,Bengaluru
4251,2021,Maruti,Maruti Celerio,1st Owner,CNG,Manual,6973,640000,Bengaluru
4252,2019,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,15341,792500,Bengaluru
4253,2014,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,76453,567000,Bengaluru
4254,2021,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Automatic,4529,995000,Bengaluru
4255,2015,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,24775,677000,Bengaluru
4256,2017,Volkswagen,Volkswagen Ameo,1st Owner,Petrol,Manual,4028,690500,Bengaluru
4257,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Automatic,18073,651000,Bengaluru
4258,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,25999,524000,Bengaluru
4259,2017,Hyundai,Hyundai Creta,1st Owner,Petrol,Manual,27887,1306000,Bengaluru
4260,2018,Mahindra,Mahindra TUV 300,1st Owner,Diesel,Manual,6456,919500,Bengaluru
4261,2016,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,55199,757000,Bengaluru
4262,2018,Honda,Honda Jazz,1st Owner,Petrol,Automatic,17587,868000,Bengaluru
4263,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,23025,553000,Bengaluru
4264,2016,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,26747,497500,Bengaluru
4265,2015,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,53682,420500,Bengaluru
4266,2016,Hyundai,Hyundai i20 Active,1st Owner,Petrol,Manual,27183,665500,Bengaluru
4267,2018,Honda,Honda City,1st Owner,Petrol,Manual,19912,1052000,Bengaluru
4268,2018,Maruti,Maruti Celerio X,1st Owner,Petrol,Automatic,62048,454500,Bengaluru
4269,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,39263,568500,Bengaluru
4270,2017,Renault,Renault Kwid,1st Owner,Petrol,Manual,71905,316500,Bengaluru
4271,2015,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,41817,522500,Bengaluru
4272,2016,Hyundai,Hyundai i20 Active,1st Owner,Petrol,Manual,32329,640000,Bengaluru
4273,2014,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,17503,330000,Bengaluru
4274,2013,Hyundai,Hyundai i10,1st Owner,Petrol,Automatic,55692,370000,Bengaluru
4275,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Automatic,36519,797500,Bengaluru
4276,2010,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,89695,290000,Bengaluru
4277,2016,Renault,Renault Kwid,1st Owner,Petrol,Manual,33939,336500,Bengaluru
4278,2015,Nissan,Nissan Terrano,1st Owner,Diesel,Manual,92131,550000,Bengaluru
4279,2021,Tata,Tata Altroz,1st Owner,Diesel,Manual,2226,971000,Bengaluru
4280,2018,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,32255,720000,Bengaluru
4281,2014,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,88706,395000,Bengaluru
4282,2017,Mahindra,Mahindra XUV500,1st Owner,Diesel,Manual,30806,1178000,Bengaluru
4283,2016,Honda,Honda Jazz,1st Owner,Petrol,Manual,53555,595000,Bengaluru
4284,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,13704,633000,Bengaluru
4285,2015,Honda,Honda Amaze,1st Owner,Petrol,Manual,27275,500000,Bengaluru
4286,2017,Honda,Honda Jazz,1st Owner,Petrol,Manual,44545,577500,Bengaluru
4287,2014,Hyundai,Hyundai Xcent,2nd Owner,Petrol,Manual,75000,350000,Chennai
4288,2017,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,18000,635000,Chennai
4289,2018,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,15000,645000,Chennai
4290,2019,Honda,Honda Amaze,1st Owner,Petrol,Manual,29000,635000,Chennai
4291,2017,Honda,Honda WR-V,1st Owner,Petrol,Manual,50000,745000,Chennai
4292,2015,Maruti,Maruti Wagon R,1st Owner,Petrol,Manual,37000,380000,Chennai
4293,2015,Chevrolet,Chevrolet Cruze,1st Owner,Diesel,Manual,106000,645000,Chennai
4294,2021,MG,MG Hector,1st Owner,Petrol,Automatic,3500,1950000,Chennai
4295,2015,Mahindra,Mahindra TUV 300,1st Owner,Diesel,Manual,87526,610000,Chennai
4296,2016,Ford,Ford Figo Aspire,2nd Owner,Petrol,Manual,78856,415000,Chennai
4297,2012,Honda,Honda Brio,1st Owner,Petrol,Manual,88037,345000,Chennai
4298,2020,Hyundai,Hyundai Creta,1st Owner,Petrol,Manual,12000,1225000,Chennai
4299,2018,Nissan,Nissan Micra,1st Owner,Petrol,Automatic,20001,525000,Chennai
4300,2014,Maruti,Maruti Ertiga,1st Owner,Petrol,Manual,82001,690000,Chennai
4301,2020,Kia,Kia Seltos,1st Owner,Petrol,Manual,13000,1490000,Chennai
4302,2016,Maruti,Maruti Celerio,2nd Owner,Petrol,Automatic,37400,425000,Chennai
4303,2015,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,15120,265000,Chennai
4304,2009,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,137000,330000,Chennai
4305,2016,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,28600,670000,Chennai
4306,2015,Volkswagen,Volkswagen Polo,1st Owner,Diesel,Manual,97000,510000,Chennai
4307,2018,Maruti,Maruti Celerio,1st Owner,Petrol,Manual,26000,460000,Chennai
4308,2014,Mitsubishi,Mitsubishi Pajero,1st Owner,Diesel,Manual,95000,1100000,Chennai
4309,2016,Ford,Ford Ecosport,1st Owner,Diesel,Manual,102000,560000,Chennai
4310,2010,Honda,Honda Jazz,2nd Owner,Petrol,Manual,84271,290000,Chennai
4311,2012,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,77000,250000,Chennai
4312,2019,Maruti,Maruti Swift,1st Owner,Diesel,Manual,42000,740000,Chennai
4313,2014,Maruti,Maruti Celerio,1st Owner,Petrol,Automatic,68600,370000,Chennai
4314,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,94500,420000,Chennai
4315,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Automatic,71000,450000,Chennai
4316,2019,Honda,Honda Amaze,1st Owner,Petrol,Manual,20000,730000,Chennai
4317,2013,Toyota,Toyota Etios,1st Owner,Petrol,Manual,65000,450000,Chennai
4318,2018,Honda,Honda City,1st Owner,Petrol,Manual,26000,850000,Chennai
4319,2017,Mahindra,Mahindra XUV500,2nd Owner,Diesel,Automatic,68000,1275000,Chennai
4320,2012,Hyundai,Hyundai Verna,2nd Owner,Diesel,Manual,118000,450000,Chennai
4321,2008,Toyota,Toyota Corolla Altis,2nd Owner,Petrol,Automatic,50020,375000,Chennai
4322,2008,Honda,Honda Civic,2nd Owner,Petrol,Automatic,43800,324999,Chennai
4323,2018,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,68000,650000,Chennai
4324,2013,Mahindra,Mahindra Scorpio,1st Owner,Diesel,Manual,82000,775000,Chennai
4325,2009,Hyundai,Hyundai Santro Xing,1st Owner,Petrol,Manual,31532,200000,Chennai
4326,2019,Tata,Tata Nexon,1st Owner,Petrol,Automatic,12000,854850,Chennai
4327,2012,Hyundai,Hyundai Santro Xing,1st Owner,Petrol,Manual,60000,286300,Chennai
4328,2017,Maruti,Maruti Swift,1st Owner,Diesel,Manual,46000,585550,Chennai
4329,2018,Nissan,Nissan Micra,1st Owner,Petrol,Automatic,21000,559900,Chennai
4330,2016,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,11500,426000,Chennai
4331,2016,Maruti,Maruti Omni,1st Owner,Petrol,Manual,26300,290000,Chennai
4332,2018,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,28825,850000,Chennai
4333,2011,Maruti,Maruti Wagon R,1st Owner,Petrol,Manual,53320,265000,Chennai
4334,2013,Renault,Renault Duster,2nd Owner,Diesel,Manual,81565,385000,Chennai
4335,2012,Tata,Tata Manza,1st Owner,Diesel,Manual,90000,400000,Chennai
4336,2017,Hyundai,Hyundai i20,1st Owner,Diesel,Manual,80000,630000,Chennai
4337,2008,Maruti,Maruti Alto,2nd Owner,Petrol,Manual,60000,130000,Chennai
4338,2017,Mahindra,Mahindra TUV 300,1st Owner,Diesel,Manual,25000,800000,Chennai
4339,2020,Tata,Tata Altroz,1st Owner,Petrol,Manual,15000,750000,Chennai
4340,2002,Hyundai,Hyundai Santro,3rd Owner,Petrol,Manual,100000,70000,Chennai
4341,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,30000,475000,Chennai
4342,2011,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,110000,420000,Chennai
4343,2010,Chevrolet,Chevrolet Beat,3rd Owner,Petrol,Manual,120000,250000,Chennai
4344,2018,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,80000,725000,Chennai
4345,2016,Chevrolet,Chevrolet Beat,1st Owner,Petrol,Manual,150000,190000,Chennai
4346,2012,Volkswagen,Volkswagen Polo,1st Owner,Diesel,Manual,80000,385000,Chennai
4347,2015,Toyota,Toyota Etios,1st Owner,Diesel,Manual,120000,450000,Chennai
4348,2014,Mahindra,Mahindra Scorpio,1st Owner,Diesel,Manual,150000,999999,Chennai
4349,2010,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,90000,295000,Chennai
4350,2008,Ford,Ford Fiesta,1st Owner,Diesel,Manual,120000,180000,Chennai
4351,2011,Tata,Tata Indica,1st Owner,Diesel,Manual,120000,70000,Chennai
4352,2011,Ford,Ford Figo,1st Owner,Diesel,Manual,120000,220000,Chennai
4353,2015,Tata,Tata Indigo,1st Owner,Diesel,Manual,169000,260000,Chennai
4354,2011,Chevrolet,Chevrolet Optra,1st Owner,Diesel,Manual,80000,260000,Chennai
4355,2017,Maruti,Maruti Ciaz,1st Owner,Diesel,Manual,70000,620000,Chennai
4356,2020,Renault,Renault Triber,1st Owner,Petrol,Manual,8000,665000,Chennai
4357,2019,Ford,Ford Freestyle,1st Owner,Diesel,Manual,80000,675000,Chennai
4358,2015,Renault,Renault Lodgy,1st Owner,Diesel,Manual,120000,550000,Chennai
4359,2018,Honda,Honda Amaze,2nd Owner,Diesel,Manual,15000,720000,Chennai
4360,2019,Volkswagen,Volkswagen Polo,2nd Owner,Petrol,Manual,25000,604800,Chennai
4361,2019,Maruti,Maruti Swift,1st Owner,Petrol,Manual,24000,550000,Chennai
4362,2011,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Manual,60000,300000,Chennai
4363,2014,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,25000,400000,Chennai
4364,2017,Honda,Honda Amaze,1st Owner,Petrol,Manual,47711,455000,Delhi Ncr
4365,2017,Hyundai,Hyundai Creta,1st Owner,Petrol,Automatic,30010,1101000,Delhi Ncr
4366,2017,Renault,Renault Kwid,1st Owner,Petrol,Manual,28922,287000,Delhi Ncr
4367,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,78857,424000,Delhi Ncr
4368,2016,Hyundai,Hyundai i20 Active,1st Owner,Petrol,Manual,97837,476000,Delhi Ncr
4369,2015,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,37147,320000,Delhi Ncr
4370,2014,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,49828,400000,Delhi Ncr
4371,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,35933,315000,Delhi Ncr
4372,2017,Maruti,Maruti Wagon R,1st Owner,Petrol,Manual,35765,376000,Delhi Ncr
4373,2013,Skoda,Skoda Rapid,1st Owner,Petrol,Manual,43444,348000,Delhi Ncr
4374,2016,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,30615,334000,Delhi Ncr
4375,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,64834,390000,Delhi Ncr
4376,2015,Hyundai,Hyundai EON,1st Owner,Petrol,Manual,38853,259000,Delhi Ncr
4377,2019,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,27340,380000,Delhi Ncr
4378,2015,Toyota,Toyota Fortuner,1st Owner,Diesel,Manual,196000,1550000,Delhi Ncr
4379,2015,Volkswagen,Volkswagen Polo,1st Owner,Petrol,Automatic,66796,491000,Delhi Ncr
4380,2013,Mercedes,Mercedes New C-Class,1st Owner,Diesel,Automatic,97408,1047500,Delhi Ncr
4381,2013,Volkswagen,Volkswagen Polo,1st Owner,Diesel,Manual,100232,242000,Delhi Ncr
4382,2016,Volkswagen,Volkswagen Polo,1st Owner,Diesel,Manual,77533,499000,Delhi Ncr
4383,2020,Honda,Honda City,1st Owner,Petrol,Manual,22325,1218000,Delhi Ncr
4384,2016,Honda,Honda City,1st Owner,Petrol,Automatic,45641,879000,Delhi Ncr
4385,2021,Nissan,Nissan Kicks,1st Owner,Petrol,Manual,8901,1059000,Delhi Ncr
4386,2019,Maruti,Maruti Swift,1st Owner,Petrol,Manual,58760,481000,Delhi Ncr
4387,2016,Honda,Honda BR-V,1st Owner,Petrol,Manual,20454,700000,Delhi Ncr
4388,2018,Maruti,Maruti Wagon R,1st Owner,CNG,Manual,77136,464000,Delhi Ncr
4389,2015,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,83058,337000,Delhi Ncr
4390,2015,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,21433,528000,Delhi Ncr
4391,2015,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,83506,383000,Delhi Ncr
4392,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,34897,452000,Delhi Ncr
4393,2019,Hyundai,Hyundai Santro,1st Owner,Petrol,Manual,2007,476500,Delhi Ncr
4394,2014,Hyundai,Hyundai EON,1st Owner,Petrol,Manual,32726,237000,Delhi Ncr
4395,2011,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,71854,251500,Delhi Ncr
4396,2017,Datsun,Datsun RediGO,1st Owner,Petrol,Manual,10106,219500,Delhi Ncr
4397,2016,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,52493,272500,Delhi Ncr
4398,2017,Renault,Renault Kwid,1st Owner,Petrol,Manual,37012,272000,Delhi Ncr
4399,2017,Hyundai,Hyundai Creta,1st Owner,Petrol,Manual,56544,796500,Delhi Ncr
4400,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,13664,358000,Delhi Ncr
4401,2019,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,43060,358000,Delhi Ncr
4402,2020,Renault,Renault Triber,1st Owner,Petrol,Manual,16701,591000,Delhi Ncr
4403,2013,Maruti,Maruti Swift,1st Owner,Petrol,Manual,72954,401500,Delhi Ncr
4404,2012,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,84725,254500,Delhi Ncr
4405,2021,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,11218,540000,Delhi Ncr
4406,2016,Hyundai,Hyundai EON,1st Owner,Petrol,Manual,30229,284000,Delhi Ncr
4407,2019,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,34128,402000,Delhi Ncr
4408,2014,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,41643,253500,Delhi Ncr
4409,2016,Hyundai,Hyundai i20,1st Owner,Diesel,Manual,45524,555000,Delhi Ncr
4410,2019,Maruti,Maruti Ciaz,1st Owner,Petrol,Manual,7135,916000,Delhi Ncr
4411,2013,Toyota,Toyota Etios,1st Owner,Petrol,Manual,84655,353500,Delhi Ncr
4412,2018,Honda,Honda Jazz,1st Owner,Petrol,Automatic,21565,712500,Delhi Ncr
4413,2021,Maruti,Maruti Ignis,1st Owner,Petrol,Automatic,21663,669500,Delhi Ncr
4414,2019,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,39272,437500,Delhi Ncr
4415,2021,Toyota,Toyota Glanza,1st Owner,Petrol,Automatic,11565,876000,Delhi Ncr
4416,2013,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,58307,287000,Delhi Ncr
4417,2016,Renault,Renault Kwid,1st Owner,Petrol,Manual,35470,267000,Delhi Ncr
